Bug_ID,Sprint,Release_Version,Module,Feature,Component,Bug_Title,Bug_Description,Steps_To_Reproduce,Expected_Result,Actual_Result,Severity,Priority,Bug_Type,Status,Lifecycle_Stage,Reporter,QA_Engineer,Assigned_To,Team,Environment,Operating_System,Browser,Device,App_Version,Date_Reported,Date_Assigned,Date_Fixed,Date_Retested,Date_Closed,Resolution,Root_Cause,Resolution_Time_Hours,Comments,Duplicate_Of,bug1,bug2,duplicate,Similarity_Score
BUG-1172,Sprint-3,v2.9.4,Payment,Payment Feature,Payment Component,Payment Feature Fails To Save,Payment feature fails to save,Open module > Perform action > Observe issue,Feature should work correctly,fails to save,High,P2,Functional,Verified,Open,Ravi,Sneha,Deepak,Backend,Production,Ubuntu 24.04,Safari,Laptop,2.0,2026-03-23,2026-03-24,2026-03-26,2026-03-27,2026-03-28,Duplicate,Code defect,39,Verified by QA,BUG-1021,Payment feature fails to save,Issue where payment fails to save,1,0.9
BUG-1173,Sprint-1,v2.9.1,Checkout,Checkout Feature,Checkout Component,Checkout Feature Returns Error 500,Checkout feature returns error 500,Open module > Perform action > Observe issue,Feature should work correctly,returns error 500,Medium,P1,Validation,New,Open,Kiran,Harsha,Amit,QA,Development,Ubuntu 24.04,Safari,Laptop,2.0,2026-03-24,2026-03-25,2026-03-27,2026-03-28,2026-03-29,Fixed,Code defect,10,Verified by QA,,Checkout feature returns error 500,Application crashes in Calendar,0,0.55
BUG-1174,Sprint-9,v2.9.0,Download,Download Feature,Download Component,Download Feature Does Not Respond,Download feature does not respond,Open module > Perform action > Observe issue,Feature should work correctly,does not respond,High,P3,Crash,Open,Open,Kiran,Nisha,Amit,Frontend,Production,Windows 11,Chrome,Laptop,2.0,2026-03-25,2026-03-26,2026-03-28,2026-03-29,2026-03-30,Duplicate,Code defect,31,Verified by QA,BUG-1086,Download feature does not respond,Issue where download does not respond,1,0.9
BUG-1175,Sprint-3,v2.8.1,Backup,Backup Feature,Backup Component,Backup Feature Crashes,Backup feature crashes,Open module > Perform action > Observe issue,Feature should work correctly,crashes,Medium,P2,Functional,Closed,Open,Vamsi,Nisha,Rahul,QA,Production,Ubuntu 24.04,Firefox,Laptop,2.0,2026-03-26,2026-03-27,2026-03-29,2026-03-30,2026-03-31,Fixed,Code defect,16,Verified by QA,,Backup feature crashes,Application shows blank screen in Sync,0,0.57
BUG-1176,Sprint-3,v2.1.3,Profile,Profile Feature,Profile Component,Profile Feature Freezes,Profile feature freezes,Open module > Perform action > Observe issue,Feature should work correctly,freezes,Medium,P2,Functional,In Progress,Open,Anil,Nisha,Amit,Frontend,QA,iOS 18,Chrome,Laptop,2.0,2026-03-27,2026-03-28,2026-03-30,2026-03-31,2026-04-01,Duplicate,Code defect,11,Verified by QA,BUG-1081,Profile feature freezes,Issue where profile freezes,1,0.99
BUG-1177,Sprint-10,v2.6.4,Sync,Sync Feature,Sync Component,Sync Feature Duplicates Records,Sync feature duplicates records,Open module > Perform action > Observe issue,Feature should work correctly,duplicates records,Low,P2,Functional,New,Open,Kiran,Pooja,Rahul,Backend,Development,iOS 18,Firefox,Laptop,2.0,2026-03-28,2026-03-29,2026-03-31,2026-04-01,2026-04-02,Fixed,Code defect,21,Verified by QA,,Sync feature duplicates records,Application duplicates records in Chat,0,0.18
BUG-1178,Sprint-4,v2.6.4,Analytics,Analytics Feature,Analytics Component,Analytics Feature Freezes,Analytics feature freezes,Open module > Perform action > Observe issue,Feature should work correctly,freezes,Critical,P3,Validation,Assigned,Open,Ravi,Nisha,Sai,DevOps,UAT,Android 14,Firefox,Laptop,2.0,2026-03-29,2026-03-30,2026-04-01,2026-04-02,2026-04-03,Fixed,Code defect,25,Verified by QA,,Analytics feature freezes,Application fails to upload in Maps,0,0.15
BUG-1179,Sprint-1,v2.4.0,Checkout,Checkout Feature,Checkout Component,Checkout Feature Shows Blank Screen,Checkout feature shows blank screen,Open module > Perform action > Observe issue,Feature should work correctly,shows blank screen,Low,P3,Performance,Open,Open,Vamsi,Pooja,Arjun,Mobile,Development,Android 14,Chrome,Laptop,2.0,2026-03-30,2026-03-31,2026-04-02,2026-04-03,2026-04-04,Fixed,Code defect,12,Verified by QA,,Checkout feature shows blank screen,Application crashes in Upload,0,0.56
BUG-1180,Sprint-5,v2.0.5,Payment,Payment Feature,Payment Component,Payment Feature Returns Error 500,Payment feature returns error 500,Open module > Perform action > Observe issue,Feature should work correctly,returns error 500,Critical,P4,UI,Closed,Open,Ravi,Pooja,Rahul,Mobile,Production,Windows 11,Edge,Laptop,2.0,2026-03-31,2026-04-01,2026-04-03,2026-04-04,2026-04-05,Fixed,Code defect,38,Verified by QA,,Payment feature returns error 500,Application fails to save in Maps,0,0.36
BUG-1181,Sprint-5,v2.4.1,Analytics,Analytics Feature,Analytics Component,Analytics Feature Returns Error 500,Analytics feature returns error 500,Open module > Perform action > Observe issue,Feature should work correctly,returns error 500,Low,P4,Validation,Assigned,Open,Ravi,Sneha,Sai,QA,Production,Ubuntu 24.04,Firefox,Laptop,2.0,2026-01-01,2026-01-02,2026-01-04,2026-01-05,2026-01-06,Duplicate,Code defect,16,Verified by QA,BUG-1159,Analytics feature returns error 500,Issue where analytics returns error 500,1,0.93
BUG-1182,Sprint-5,v2.3.2,Invoice,Invoice Feature,Invoice Component,Invoice Feature Does Not Respond,Invoice feature does not respond,Open module > Perform action > Observe issue,Feature should work correctly,does not respond,Low,P3,Database,Verified,Open,Kiran,Nisha,Rahul,Mobile,UAT,Windows 11,Chrome,Laptop,2.0,2026-01-02,2026-01-03,2026-01-05,2026-01-06,2026-01-07,Duplicate,Code defect,34,Verified by QA,BUG-1088,Invoice feature does not respond,Issue where invoice does not respond,1,0.88
BUG-1183,Sprint-9,v2.5.3,Sync,Sync Feature,Sync Component,Sync Feature Returns Error 500,Sync feature returns error 500,Open module > Perform action > Observe issue,Feature should work correctly,returns error 500,Low,P2,API,In Progress,Open,Anil,Sneha,Amit,DevOps,QA,Android 14,Firefox,Laptop,2.0,2026-01-03,2026-01-04,2026-01-06,2026-01-07,2026-01-08,Duplicate,Code defect,24,Verified by QA,BUG-1028,Sync feature returns error 500,Issue where sync returns error 500,1,0.92
BUG-1184,Sprint-10,v2.9.3,Download,Download Feature,Download Component,Download Feature Fails To Save,Download feature fails to save,Open module > Perform action > Observe issue,Feature should work correctly,fails to save,Low,P3,Database,Assigned,Open,Ravi,Pooja,Rahul,DevOps,QA,iOS 18,Firefox,Laptop,2.0,2026-01-04,2026-01-05,2026-01-07,2026-01-08,2026-01-09,Fixed,Code defect,21,Verified by QA,,Download feature fails to save,Application crashes in Analytics,0,0.3
BUG-1185,Sprint-8,v2.1.4,Invoice,Invoice Feature,Invoice Component,Invoice Feature Loads Slowly,Invoice feature loads slowly,Open module > Perform action > Observe issue,Feature should work correctly,loads slowly,Low,P4,Functional,Fixed,Open,Ravi,Pooja,Sai,QA,Development,Ubuntu 24.04,Firefox,Laptop,2.0,2026-01-05,2026-01-06,2026-01-08,2026-01-09,2026-01-10,Duplicate,Code defect,10,Verified by QA,BUG-1112,Invoice feature loads slowly,Issue where invoice loads slowly,1,0.83
BUG-1186,Sprint-7,v2.1.2,Sync,Sync Feature,Sync Component,Sync Feature Crashes,Sync feature crashes,Open module > Perform action > Observe issue,Feature should work correctly,crashes,Low,P3,Functional,Retest,Open,Ravi,Sneha,Rahul,Frontend,Production,Windows 11,Firefox,Laptop,2.0,2026-01-06,2026-01-07,2026-01-09,2026-01-10,2026-01-11,Duplicate,Code defect,19,Verified by QA,BUG-1029,Sync feature crashes,Issue where sync crashes,1,0.84
BUG-1187,Sprint-1,v2.4.0,Payment,Payment Feature,Payment Component,Payment Feature Does Not Respond,Payment feature does not respond,Open module > Perform action > Observe issue,Feature should work correctly,does not respond,Medium,P2,Database,Open,Open,Ravi,Pooja,Sai,Mobile,Production,Windows 11,Chrome,Laptop,2.0,2026-01-07,2026-01-08,2026-01-10,2026-01-11,2026-01-12,Fixed,Code defect,37,Verified by QA,,Payment feature does not respond,Application shows blank screen in Upload,0,0.2
BUG-1188,Sprint-9,v2.9.0,Upload,Upload Feature,Upload Component,Upload Feature Loads Slowly,Upload feature loads slowly,Open module > Perform action > Observe issue,Feature should work correctly,loads slowly,Low,P2,Database,Fixed,Open,Anil,Harsha,Deepak,Frontend,Development,Android 14,Chrome,Laptop,2.0,2026-01-08,2026-01-09,2026-01-11,2026-01-12,2026-01-13,Duplicate,Code defect,26,Verified by QA,BUG-1158,Upload feature loads slowly,Issue where upload loads slowly,1,0.85
BUG-1189,Sprint-2,v2.1.3,Profile,Profile Feature,Profile Component,Profile Feature Does Not Respond,Profile feature does not respond,Open module > Perform action > Observe issue,Feature should work correctly,does not respond,Medium,P4,Functional,New,Open,Anil,Pooja,Rahul,QA,UAT,Android 14,Chrome,Laptop,2.0,2026-01-09,2026-01-10,2026-01-12,2026-01-13,2026-01-14,Fixed,Code defect,42,Verified by QA,,Profile feature does not respond,Application returns error 500 in Invoice,0,0.27
BUG-1190,Sprint-8,v2.4.5,Camera,Camera Feature,Camera Component,Camera Feature Fails To Save,Camera feature fails to save,Open module > Perform action > Observe issue,Feature should work correctly,fails to save,High,P4,Database,Retest,Open,Ravi,Nisha,Arjun,Backend,QA,Android 14,Safari,Laptop,2.0,2026-01-10,2026-01-11,2026-01-13,2026-01-14,2026-01-15,Duplicate,Code defect,2,Verified by QA,BUG-1029,Camera feature fails to save,Issue where camera fails to save,1,0.89
BUG-1191,Sprint-10,v2.2.5,Settings,Settings Feature,Settings Component,Settings Feature Returns Error 500,Settings feature returns error 500,Open module > Perform action > Observe issue,Feature should work correctly,returns error 500,High,P2,Database,Open,Open,Anil,Nisha,Arjun,Frontend,QA,iOS 18,Edge,Laptop,2.0,2026-01-11,2026-01-12,2026-01-14,2026-01-15,2026-01-16,Fixed,Code defect,31,Verified by QA,,Settings feature returns error 500,Application crashes in Chat,0,0.53
BUG-1192,Sprint-4,v2.3.0,Payment,Payment Feature,Payment Component,Payment Feature Does Not Respond,Payment feature does not respond,Open module > Perform action > Observe issue,Feature should work correctly,does not respond,Low,P4,UI,Verified,Open,Kiran,Sneha,Deepak,Backend,Production,Android 14,Firefox,Laptop,2.0,2026-01-12,2026-01-13,2026-01-15,2026-01-16,2026-01-17,Fixed,Code defect,8,Verified by QA,,Payment feature does not respond,Application loads slowly in Download,0,0.58
BUG-1193,Sprint-2,v2.7.5,Settings,Settings Feature,Settings Component,Settings Feature Fails To Upload,Settings feature fails to upload,Open module > Perform action > Observe issue,Feature should work correctly,fails to upload,Low,P1,Security,Verified,Open,Kiran,Harsha,Sai,Frontend,Production,Ubuntu 24.04,Safari,Laptop,2.0,2026-01-13,2026-01-14,2026-01-16,2026-01-17,2026-01-18,Duplicate,Code defect,45,Verified by QA,BUG-1065,Settings feature fails to upload,Issue where settings fails to upload,1,0.97
BUG-1194,Sprint-9,v2.2.3,Camera,Camera Feature,Camera Component,Camera Feature Crashes,Camera feature crashes,Open module > Perform action > Observe issue,Feature should work correctly,crashes,Critical,P4,UI,Closed,Open,Ravi,Nisha,Amit,Frontend,QA,iOS 18,Safari,Laptop,2.0,2026-01-14,2026-01-15,2026-01-17,2026-01-18,2026-01-19,Fixed,Code defect,6,Verified by QA,,Camera feature crashes,Application shows blank screen in Calendar,0,0.49
BUG-1195,Sprint-5,v2.7.0,Maps,Maps Feature,Maps Component,Maps Feature Loads Slowly,Maps feature loads slowly,Open module > Perform action > Observe issue,Feature should work correctly,loads slowly,Critical,P3,Crash,New,Open,Ravi,Pooja,Deepak,Mobile,QA,Windows 11,Safari,Laptop,2.0,2026-01-15,2026-01-16,2026-01-18,2026-01-19,2026-01-20,Fixed,Code defect,46,Verified by QA,,Maps feature loads slowly,Application shows blank screen in Checkout,0,0.3
BUG-1196,Sprint-2,v2.1.1,Payment,Payment Feature,Payment Component,Payment Feature Returns Error 500,Payment feature returns error 500,Open module > Perform action > Observe issue,Feature should work correctly,returns error 500,Low,P3,API,Open,Open,Priya,Pooja,Amit,Backend,UAT,Ubuntu 24.04,Chrome,Laptop,2.0,2026-01-16,2026-01-17,2026-01-19,2026-01-20,2026-01-21,Duplicate,Code defect,38,Verified by QA,BUG-1090,Payment feature returns error 500,Issue where payment returns error 500,1,0.86
BUG-1197,Sprint-3,v2.5.2,Settings,Settings Feature,Settings Component,Settings Feature Does Not Respond,Settings feature does not respond,Open module > Perform action > Observe issue,Feature should work correctly,does not respond,Low,P1,Functional,Assigned,Open,Priya,Nisha,Amit,QA,Development,Android 14,Firefox,Laptop,2.0,2026-01-17,2026-01-18,2026-01-20,2026-01-21,2026-01-22,Duplicate,Code defect,23,Verified by QA,BUG-1010,Settings feature does not respond,Issue where settings does not respond,1,1.0
BUG-1198,Sprint-10,v2.9.0,Download,Download Feature,Download Component,Download Feature Shows Blank Screen,Download feature shows blank screen,Open module > Perform action > Observe issue,Feature should work correctly,shows blank screen,Medium,P2,Functional,Verified,Open,Priya,Nisha,Deepak,Backend,Production,iOS 18,Edge,Laptop,2.0,2026-01-18,2026-01-19,2026-01-21,2026-01-22,2026-01-23,Fixed,Code defect,28,Verified by QA,,Download feature shows blank screen,Application fails to save in Settings,0,0.3
BUG-1199,Sprint-2,v2.5.3,Login,Login Feature,Login Component,Login Feature Does Not Respond,Login feature does not respond,Open module > Perform action > Observe issue,Feature should work correctly,does not respond,Medium,P4,Crash,In Progress,Open,Priya,Sneha,Arjun,QA,QA,iOS 18,Chrome,Laptop,2.0,2026-01-19,2026-01-20,2026-01-22,2026-01-23,2026-01-24,Duplicate,Code defect,19,Verified by QA,BUG-1143,Login feature does not respond,Issue where login does not respond,1,1.0
BUG-1200,Sprint-4,v2.5.3,Maps,Maps Feature,Maps Component,Maps Feature Does Not Respond,Maps feature does not respond,Open module > Perform action > Observe issue,Feature should work correctly,does not respond,Critical,P3,Crash,Assigned,Open,Kiran,Nisha,Amit,Frontend,Development,Android 14,Firefox,Laptop,2.0,2026-01-20,2026-01-21,2026-01-23,2026-01-24,2026-01-25,Duplicate,Code defect,8,Verified by QA,BUG-1032,Maps feature does not respond,Issue where maps does not respond,1,0.95
